source_file,source_url,source_page_url,source_version,source_sha256
2026_edu.pdf,https://www.dongguk.edu/resources/files/2026%ED%95%99%EB%85%84%EB%8F%84%20%EC%8B%A0%EC%9E%85%EC%83%9D%EC%9D%84%20%EC%9C%84%ED%95%9C%20%ED%95%99%EC%82%AC%EC%A0%9C%EB%8F%84%20%EB%B0%8F%20%ED%95%99%EC%97%85%EC%9D%B4%EC%88%98%EA%B0%80%EC%9D%B4%EB%93%9C_20260219.pdf,https://www.dongguk.edu/page/209,2026-02-19,b8e8fa3ec1820babe803226994f00f38b242df03c083fae51dc5c1e47b96fb12
